# Bundle file v0.3
44 455
-1.8093008244e-01 -9.8329464043e-01 -1.9898627180e-02
-5.7583707008e-01 8.9510948665e-02 8.1264965317e-01
1.0589418612e+00 -4.7500002556e-01 -4.9265777262e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-7.7652400294e-01 1.6155170530e-01 -6.0902505644e-01
-1.8585227940e-01 -9.8229425529e-01 -2.3599285336e-02
-6.0205431905e-01 9.4863283438e-02 7.9279981986e-01
1.1533357778e+00 -4.6006668597e-01 -4.8855220028e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-7.4278538133e-01 1.9210435321e-01 -6.4137804355e-01
-2.1895113987e-01 -9.7497777520e-01 -3.8454339419e-02
-6.3271658397e-01 1.1186713255e-01 7.6626070565e-01
1.2761864458e+00 -4.3682548715e-01 -4.8413567442e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-6.9141246007e-01 2.0554133015e-01 -6.9260491744e-01
-2.2452805985e-01 -9.7233632141e-01 -6.4414504599e-02
-6.8668476057e-01 1.1097224727e-01 7.1843524408e-01
1.4950604699e+00 -3.6595376445e-01 -4.7588464809e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
5.2888599246e-01 -2.0524548261e-01 8.2350100112e-01
6.3758278739e-02 9.7718367712e-01 2.0260045179e-01
-8.4629456389e-01 -5.4647534646e-02 5.2990485758e-01
-1.9988774245e+00 -1.7636274173e-01 1.0493704310e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-5.8944732404e-01 2.4708135029e-01 -7.6909210016e-01
-2.3996157281e-01 -9.6265498374e-01 -1.2535479985e-01
-7.7134317638e-01 1.1066249867e-01 6.2672443357e-01
1.7987639563e+00 -1.7267117890e-01 -4.5765797756e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-5.4941196395e-01 2.4653780926e-01 -7.9835180370e-01
-2.4908278726e-01 -9.6036160397e-01 -1.2515332481e-01
-7.9756144525e-01 1.3009495850e-01 5.8904247964e-01
1.9341135234e+00 -1.7467607195e-01 -4.4941448628e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-5.1970848683e-01 2.5365881055e-01 -8.1581878904e-01
-2.3785586432e-01 -9.6011230288e-01 -1.4699984240e-01
-8.2056546145e-01 1.1765021754e-01 5.5931274774e-01
2.0029917335e+00 -9.8226472828e-02 -4.4189367393e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-4.6435339787e-01 2.8288017744e-01 -8.3925843880e-01
-2.8988694414e-01 -9.4396540524e-01 -1.5778109305e-01
-8.3686407588e-01 1.7002387749e-01 5.2033681359e-01
2.1115197043e+00 -1.2626128319e-01 -4.3030203038e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-4.1452678703e-01 2.9950145020e-01 -8.5934069155e-01
-3.0514655466e-01 -9.3536889680e-01 -1.7880326359e-01
-8.5735239138e-01 1.8810610894e-01 4.7912729913e-01
2.2461015410e+00 -5.0722595975e-02 -4.2106604259e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-3.5354043607e-01 2.9287314065e-01 -8.8838870071e-01
-2.8455097258e-01 -9.3838636610e-01 -1.9611673033e-01
-8.9108916729e-01 1.8345667446e-01 4.1509486208e-01
2.3779746968e+00 1.9383643247e-02 -4.0637586547e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-2.9392714792e-01 3.2049994519e-01 -9.0049243020e-01
-3.0766886563e-01 -9.2369079343e-01 -2.2833131028e-01
-9.0495673976e-01 2.0994071370e-01 3.7010565504e-01
2.4277359995e+00 9.6657291558e-02 -3.9522152478e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
1.8409539800e-01 -3.5513686717e-01 9.1650787777e-01
-2.3691389294e-02 9.3057071232e-01 3.6534486099e-01
-9.8262281803e-01 -8.8971652515e-02 1.6290009988e-01
-2.5551200764e+00 -7.4689600178e-01 9.9419739021e-01
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-1.6575695009e-01 3.4410358449e-01 -9.2418469834e-01
-2.9626510495e-01 -9.1123428973e-01 -2.8614516738e-01
-9.4061236494e-01 2.2637312642e-01 2.5298930126e-01
2.5968515612e+00 2.9025938660e-01 -3.6181501695e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-1.2542817842e-01 3.3979062161e-01 -9.3209983667e-01
-2.9784850678e-01 -9.0907662255e-01 -2.9131762965e-01
-9.4633716986e-01 2.4108510490e-01 2.1522995407e-01
2.6554891100e+00 2.9198820760e-01 -3.4728417660e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-5.5953417944e-02 3.4124313637e-01 -9.3830823129e-01
-3.0005070834e-01 -9.0208626765e-01 -3.1017726889e-01
-9.5228083434e-01 2.6418457108e-01 1.5286505474e-01
2.7438090389e+00 3.2265090487e-01 -3.2253464181e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-2.2891400788e-02 3.5855479892e-01 -9.3322796783e-01
-3.4342644579e-01 -8.7948790982e-01 -3.2948337260e-01
-9.3890055922e-01 3.1295282817e-01 1.4326991045e-01
2.7510721060e+00 3.5042883820e-01 -3.1391403860e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
1.6580655327e-02 3.6575014013e-01 -9.3056537485e-01
-3.4042552991e-01 -8.7302357403e-01 -3.4919950999e-01
-9.4012527913e-01 3.2257816757e-01 1.1003538230e-01
2.7744274018e+00 4.2516886495e-01 -3.0001676997e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
6.7491652419e-02 3.7795521230e-01 -9.2336056573e-01
-3.3310106151e-01 -8.6383308800e-01 -3.7793660698e-01
-9.4047251936e-01 3.3307995071e-01 6.7595759897e-02
2.7943321906e+00 5.2556501575e-01 -2.8209286257e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
-5.4592714429e-02 -4.0492602395e-01 9.1271822084e-01
1.1493923419e-02 9.1376597853e-01 4.0607834984e-01
-9.9844254980e-01 3.2659632721e-02 -4.5230776411e-02
-2.8028318753e+00 -8.4235625190e-01 1.3849888748e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
1.6870201652e-01 3.5879619969e-01 -9.1804407122e-01
-3.4453625091e-01 -8.5117492575e-01 -3.9597476888e-01
-9.2349033640e-01 3.8310120447e-01 -1.9976628904e-02
2.8765520845e+00 5.5823337578e-01 -2.4592660400e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
1.7432637169e-01 3.4387630633e-01 -9.2269139049e-01
-3.9544483535e-01 -8.3370874333e-01 -3.8542588587e-01
-9.0179470964e-01 4.3206344123e-01 -9.3533109289e-03
2.8689080093e+00 4.7991082675e-01 -2.4123342122e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
2.2980674371e-01 3.3445573546e-01 -9.1396292133e-01
-3.9454709352e-01 -8.2645072540e-01 -4.0163638964e-01
-8.8967491340e-01 4.5290016505e-01 -5.7965411707e-02
2.9406424349e+00 5.3996503369e-01 -2.1960970045e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
2.6409806195e-01 3.1538859394e-01 -9.1147257144e-01
-3.9727536166e-01 -8.2556285339e-01 -4.0077208252e-01
-8.7887684046e-01 4.6794872573e-01 -9.2733431873e-02
2.9739423616e+00 5.4164631261e-01 -2.0415398919e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
2.8873072783e-01 3.1908340146e-01 -9.0267399969e-01
-3.9598507572e-01 -8.1860686637e-01 -4.1602718438e-01
-8.7168250333e-01 4.7756526386e-01 -1.1000469144e-01
2.9681564818e+00 5.9860179440e-01 -1.9557168929e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
3.1936202728e-01 3.4653873530e-01 -8.8199705242e-01
-4.0246955395e-01 -7.9302285243e-01 -4.5731063148e-01
-8.5791966621e-01 5.0102461064e-01 -1.1379009561e-01
2.9190011678e+00 6.9906587834e-01 -1.9103852682e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
3.4692237549e-01 3.0698761922e-01 -8.8622991770e-01
-4.2042449685e-01 -7.9375851928e-01 -4.3953458967e-01
-8.3838422447e-01 5.2507715120e-01 -1.4630747572e-01
2.9766344581e+00 6.3375927896e-01 -1.7784148049e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
3.6784413092e-01 3.1225843460e-01 -8.7589118352e-01
-4.2370134329e-01 -7.8218766812e-01 -4.5679275775e-01
-8.2774867384e-01 5.3914480601e-01 -1.5541882480e-01
2.9680972369e+00 6.6922890554e-01 -1.7290143713e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
4.0020438759e-01 3.1908853213e-01 -8.5908029707e-01
-4.3092409263e-01 -7.6179840685e-01 -4.8370198854e-01
-8.0878975917e-01 5.6377805561e-01 -1.6737212871e-01
2.9032683365e+00 7.3077705163e-01 -1.6397463233e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
3.7331044558e-01 3.1747987622e-01 -8.7169136707e-01
-4.3952117427e-01 -7.6694753856e-01 -4.6756027468e-01
-8.1698252649e-01 5.5767194773e-01 -1.4677039935e-01
2.9453607513e+00 6.6037459827e-01 -1.7182888529e+00
5.3200000000e+02 0.0000000000e+00 0.0000000000e+00
4.2644307985e-01 2.9079502017e-01 -8.5649550839e-01
-4.4890565816e-01 -7.5402431972e-01 -4.7951124631e-01
-7.8525792560e-01 5.8896993260e-01 -1.9100892326e-01
2.9510829017e+00 6.6551819900e-01 -1.5233527042e+00
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.3492021374e-01 -4.0135858898e-01 3.0559119855e+00
202 172 110
6 0 0 -73.4500 -5.6400 1 0 -73.4300 -1.9000 2 0 -77.6700 -6.0000 3 0 -83.0200 -3.2900 4 0 -84.9300 0.0500 6 0 -84.7700 1.5200
-8.6159034879e-01 -5.5327027527e-01 2.9075967566e+00
0 0 255
0
-8.6159034879e-01 -5.5327027527e-01 2.9075967566e+00
0 0 255
0
-5.6754357697e-01 -1.8480113799e-01 3.2517176664e+00
182 151 87
8 0 3 -77.5800 -60.5300 1 3 -77.2200 -55.7300 2 3 -85.1900 -60.7700 5 3 -100.7200 -54.9300 6 3 -97.5900 -57.9400 7 2 -103.8200 -64.8500 10 2 -111.6900 -65.9900 11 3 -113.4200 -65.9900
-7.6028577568e-01 -3.5713147948e-01 2.9306727055e+00
25 23 20
4 0 5 -11.3400 -11.4000 1 5 -10.3600 -7.0900 2 6 -18.5200 -11.2500 3 7 -24.4100 -7.6400
-5.7822178056e-01 -1.4434431192e-02 2.9575781165e+00
156 90 40
7 0 6 -50.4600 -93.7300 1 6 -49.7000 -89.7100 2 7 -55.7300 -94.2400 3 8 -56.0800 -93.2700 4 5 -54.2300 -90.7700 5 5 -54.6800 -86.1300 6 7 -48.6000 -89.3500
-4.1517833661e-01 -3.9772257342e-02 3.3983497218e+00
173 144 83
3 0 7 -118.1600 -90.2800 1 7 -117.6300 -86.4300 2 8 -126.1100 -93.3800
-6.7598272286e-01 -1.9139423030e-01 3.1392536582e+00
24 22 23
24 0 8 -50.0400 -55.0000 1 8 -49.3400 -51.1200 2 9 -56.2800 -55.7700 3 6 -61.0400 -55.9100 4 6 -63.0800 -54.2400 5 4 -64.1600 -50.0400 6 4 -59.3500 -53.0700 7 3 -63.3800 -59.6100 8 2 -66.2300 -73.0300 9 2 -62.9700 -60.8700 10 3 -67.4200 -61.2900 11 5 -68.4700 -58.9500 12 2 -70.3800 -58.6600 13 2 -62.9100 -58.0200 14 3 -62.2700 -52.8600 15 3 -64.9400 -52.7100 16 3 -61.7200 -51.3600 17 3 -63.2900 -51.0700 18 2 -64.5900 -58.9800 19 2 -56.4000 -54.2300 20 2 -55.9000 -52.5200 21 2 -63.9900 -55.1400 22 3 -66.3200 -56.6200 24 2 -64.1600 -58.2400
-8.1535553292e-01 -2.2742615808e-01 2.9958419089e+00
110 101 91
5 0 9 -5.8200 -42.0800 1 9 -4.9100 -38.0100 2 4 -12.8400 -42.4400 3 9 -13.9500 -39.8500 6 5 -11.4200 -34.7500
-7.7268048269e-01 -2.2363667662e-01 2.9154892479e+00
110 101 91
20 0 10 -5.8200 -42.0800 1 10 -4.9100 -38.0100 2 5 -12.8400 -42.4400 3 10 -13.9500 -39.8500 4 7 -14.3800 -36.3100 5 6 -15.5100 -31.9400 6 6 -11.4200 -34.7500 7 4 -15.0900 -41.7800 8 3 -16.1000 -55.1500 9 3 -11.8900 -41.7300 11 6 -15.3800 -41.1100 12 3 -16.7900 -39.8600 16 6 -6.6800 -31.5900 23 10 -10.2700 -25.9600 25 4 -5.8000 -36.3900 24 8 -8.9100 -29.5000 30 7 -3.2800 -39.0000 32 6 7.4400 -42.4000 33 6 14.0900 -41.6600 35 6 5.0600 -47.1600
-7.3261579031e-01 -4.0607339534e-01 3.0349165060e+00
202 173 107
21 0 11 -31.8800 -0.1400 1 13 -28.6900 2.8400 2 12 -35.8100 -1.7300 3 11 -44.5400 1.4400 4 14 -41.9800 1.9200 5 18 -42.7800 5.6200 6 16 -38.3500 3.4900 7 10 -42.4400 -2.4900 8 5 -48.3500 -12.8100 9 7 -42.3400 -2.6900 10 10 -46.3100 -3.2500 11 14 -46.0900 -2.4600 12 7 -49.9500 -0.8100 13 12 -42.9200 -2.8000 14 16 -44.2200 3.3600 15 8 -50.1400 3.6700 16 15 -44.2600 3.3600 17 10 -48.7600 5.5000 18 5 -56.1400 0.9900 20 12 -46.6000 5.5900 22 18 -60.2100 0.9400
-8.1566544118e-01 -5.5029019100e-01 2.8707792677e+00
0 0 255
0
-4.9253054458e-01 3.3554175123e-02 3.2036828352e+00
177 143 82
3 0 14 -88.8500 -105.9200 1 16 -88.4400 -101.7900 2 14 -95.8500 -107.5400
-5.7276051625e-01 -3.5822691558e-02 3.4301521342e+00
41 23 15
3 0 15 -87.7000 -90.2000 1 17 -87.6400 -85.8700 2 16 -96.4500 -91.5700
-6.9275622701e-01 -2.7832184634e-01 3.0821455246e+00
44 40 43
12 0 16 -39.5000 -32.1700 1 19 -38.5100 -27.9800 2 17 -45.8700 -32.7400 3 17 -51.6500 -31.2000 4 13 -53.4000 -29.1000 5 11 -55.3100 -24.8600 6 13 -50.3300 -27.9300 7 8 -55.0800 -34.5600 8 7 -57.9400 -47.5800 9 4 -55.1400 -35.6200 10 4 -59.6500 -37.0000 11 8 -60.2600 -34.2500
9.8010970410e-02 -9.7775299713e-02 1.6249557940e+00
25 14 10
2 0 18 -146.2700 -50.3600 1 18 -145.9900 -46.2000
-8.0214750101e-01 -4.1963432816e-01 2.8180587878e+00
138 71 29
28 0 19 7.2900 7.9000 1 21 8.3000 11.8200 2 19 1.7800 7.0000 3 24 -3.5000 10.5300 4 19 -3.4500 14.0600 5 19 -4.4100 18.0100 6 21 1.8600 14.9700 7 13 -0.9200 7.6700 8 13 -2.3200 -4.6000 9 10 1.0100 9.3200 10 12 -1.8400 7.6000 11 20 -1.4600 9.2100 12 10 -3.4500 10.4400 13 13 2.9300 10.6600 14 25 4.2600 16.1500 15 21 -0.0700 16.2500 16 19 4.9100 17.3700 17 22 3.1200 18.4000 18 21 0.2500 12.7400 19 28 7.2600 18.8200 20 32 8.0500 20.1800 21 26 -2.3700 20.0500 23 46 -4.6300 23.3200 25 50 0.5600 14.9300 26 40 -2.0600 14.9200 22 32 -6.7200 20.3200 24 38 -2.9900 20.7000 27 43 -3.0500 18.9000
-7.4034498870e-01 -4.8581054165e-01 2.9002466598e+00
13 3 1
11 0 20 -14.1000 20.0300 1 22 -13.3100 23.2100 2 20 -19.7500 19.6200 3 25 -26.3400 22.4600 4 15 -27.3200 25.5700 5 15 -28.6100 29.9200 6 17 -23.0900 26.3800 7 11 -26.3800 19.4500 8 9 -28.8300 7.0400 9 8 -26.5600 20.1600 10 5 -29.9100 18.3600
-5.5752403141e-01 -1.0418093012e-03 3.2866399656e+00
64 34 10
3 0 22 -81.1500 -97.1000 1 24 -80.8100 -93.0500 2 21 -88.6800 -99.0900
-5.2162632189e-01 -3.2553246608e-02 3.0953457152e+00
165 130 75
4 0 23 -74.4200 -89.9700 1 25 -74.8300 -85.8900 2 22 -81.5000 -91.5500 3 21 -85.2300 -95.0400
-5.6595670633e-01 -4.5683411912e-02 2.9907006163e+00
192 123 74
4 0 24 -56.5800 -86.4000 1 26 -55.7100 -82.0200 2 23 -62.0500 -87.0100 3 26 -63.5300 -86.5400
-2.6987600180e-01 -7.2434547882e-02 3.3368842835e+00
162 130 69
2 0 25 -146.2700 -85.2900 1 27 -146.1400 -80.8300
-2.6987600180e-01 -7.2434547882e-02 3.3368842835e+00
162 130 69
2 0 26 -146.2700 -85.2900 1 28 -146.1400 -80.8300
-1.7020642545e-02 -9.3373578829e-02 2.2208328634e+00
174 140 74
2 0 27 -151.6900 -70.9500 1 29 -151.4700 -66.6200
-7.3820690905e-01 -3.4370739519e-01 3.0623676174e+00
58 49 50
16 0 28 -28.5200 -15.8000 1 20 -27.6100 -12.2400 2 25 -34.8100 -16.2600 3 27 -41.5300 -14.3200 4 18 -43.0200 -12.2400 5 17 -44.7700 -7.7500 6 20 -39.8700 -10.9500 7 12 -44.2400 -17.3800 8 10 -47.2900 -30.4800 9 9 -45.2000 -17.3600 10 11 -49.0500 -18.0600 11 13 -50.0200 -15.7700 12 6 -53.5700 -16.9800 13 4 -48.8200 -17.9400 14 15 -47.3100 -9.5400 16 11 -49.8700 -11.4600
-5.8263659748e-01 4.7171350406e-02 2.9247814014e+00
14 3 1
23 0 32 -45.0200 -108.0500 1 51 -45.3000 -103.2100 2 73 -51.7200 -107.6300 5 25 -47.0600 -99.9200 7 30 -44.5600 -110.9000 9 25 -38.0400 -113.1500 11 22 -39.9900 -112.7000 12 20 -37.6200 -112.1300 13 26 -27.9300 -111.7300 14 54 -24.1400 -105.0800 15 38 -22.8900 -103.9500 16 47 -16.4100 -102.1700 17 34 -15.8000 -101.9700 18 26 -13.9700 -108.8500 19 37 -2.0000 -102.2400 20 63 -0.8000 -99.8400 21 45 -4.1800 -99.4900 25 55 12.2400 -108.7700 26 43 13.5800 -111.9200 24 46 5.0600 -100.0800 27 47 16.1500 -110.0800 28 51 19.5200 -109.8200 29 42 33.5300 -109.9900
-6.0628793654e-01 3.6003966060e-02 2.8824167227e+00
11 7 7
30 0 33 -37.3700 -106.2200 1 31 -36.4600 -102.0600 2 27 -42.2400 -106.6600 3 29 -41.2600 -104.8700 4 24 -38.1300 -101.7800 5 26 -37.8400 -96.9300 6 28 -31.3100 -100.2200 7 20 -34.6400 -108.1900 9 12 -27.6700 -109.8600 10 20 -30.8000 -111.3600 11 23 -29.5300 -109.1600 12 13 -27.2500 -108.1100 13 15 -17.2800 -107.4200 14 28 -12.4200 -100.6600 15 24 -11.9500 -99.0100 16 26 -5.4700 -97.2700 17 23 -5.1800 -96.5100 18 18 -3.6100 -102.7300 19 19 7.9500 -95.9700 20 27 10.0100 -93.6100 21 23 6.1800 -92.4400 23 28 10.9600 -87.7500 25 23 21.0900 -100.1700 26 18 22.0600 -102.3300 22 27 7.1100 -91.0500 24 21 14.1200 -91.9900 27 22 24.2100 -100.0000 28 27 27.2500 -98.8000 29 22 40.4600 -98.1800 30 25 38.4100 -106.0900
-5.7519714281e-01 2.4852932567e-02 2.9109326136e+00
147 91 43
24 0 34 -46.6600 -101.9400 1 32 -45.7800 -97.7400 2 28 -51.3900 -102.6300 3 30 -51.1600 -101.2100 4 25 -48.2300 -98.5100 5 27 -47.9600 -93.7800 6 29 -41.3700 -97.0400 7 21 -44.9700 -105.2100 9 17 -38.3100 -107.1800 10 21 -41.4100 -109.0000 11 24 -40.0200 -106.8900 12 14 -37.7200 -106.1500 13 16 -27.4900 -105.8800 14 42 -22.5700 -99.6400 15 25 -22.0900 -98.1300 16 35 -15.1700 -96.7800 17 24 -14.9600 -96.0300 18 28 -13.0800 -102.7900 19 20 -1.3200 -96.2700 20 38 1.6400 -94.1800 23 39 3.0300 -89.6100 25 35 13.0900 -102.9600 22 51 -0.5300 -92.6200 28 36 19.7000 -103.0900
-4.9081458193e-01 -9.9864211353e-03 3.2878414130e+00
169 139 84
3 0 35 -94.9100 -96.8400 1 40 -94.8300 -92.1200 2 48 -103.0400 -96.9700
-6.0386784303e-01 -1.7913590379e-01 3.1498398375e+00
190 163 102
7 0 36 -63.1000 -56.8600 1 42 -62.2300 -52.8000 2 29 -70.0400 -57.4200 3 33 -76.1900 -57.9400 4 27 -78.3500 -56.4000 5 50 -80.0700 -53.6100 7 25 -82.1400 -62.6800
-7.1707660023e-01 -5.0145785641e-01 2.9241622137e+00
200 174 116
11 0 39 -21.3100 22.6100 1 34 -20.2900 26.8100 2 30 -27.1600 22.1500 3 35 -33.9800 24.4700 4 29 -35.2100 27.5500 5 33 -36.9200 31.9300 6 33 -31.2200 28.9300 7 27 -34.3800 22.5100 8 26 -37.4000 9.9800 9 22 -35.4000 23.1500 10 29 -39.0000 22.1800
-8.1969161073e-01 -5.0315590607e-01 2.7869891830e+00
12 4 1
13 0 40 12.1100 28.4600 1 36 13.6000 32.0700 2 31 7.3500 27.2100 3 36 1.1200 30.6500 5 43 0.3000 38.0600 6 43 6.2400 35.2900 7 28 4.0700 28.0600 8 33 2.0400 15.8800 9 23 5.5600 29.2500 10 30 3.1800 27.6500 11 36 3.0700 29.4800 12 26 1.2200 30.1700 21 98 0.9900 34.7500
2.0071027885e-01 -5.5137437687e-02 1.1376257511e+00
168 139 84
2 0 44 -141.0700 -60.6700 1 33 -139.6700 -58.2500
-7.4115194046e-01 -2.1448981073e-01 2.9139320865e+00
119 113 91
40 0 45 -12.5500 -44.5800 1 43 -12.6000 -41.0300 2 38 -18.1700 -44.8700 3 44 -21.4100 -42.3900 4 35 -20.9200 -39.0400 5 36 -22.0100 -34.9200 6 38 -16.1300 -37.6700 7 36 -19.2200 -44.7900 8 24 -20.8900 -58.1600 9 19 -16.4600 -44.8400 10 37 -20.0800 -46.3600 11 26 -20.3200 -44.6400 12 16 -20.5700 -43.6200 13 19 -13.7800 -43.3200 14 33 -11.5300 -37.0800 15 28 -14.5800 -36.6300 16 29 -9.6600 -35.0800 17 26 -10.9700 -34.2900 18 19 -12.6200 -40.5300 19 25 -4.2200 -34.4600 20 29 -2.9700 -32.8200 21 24 -11.1500 -33.2400 23 30 -11.6600 -29.9800 25 24 -5.6900 -40.6800 26 20 -7.1800 -42.0000 22 30 -13.9700 -33.0600 24 22 -10.3300 -33.5300 27 24 -7.5600 -39.3000 28 28 -7.2900 -37.8900 29 25 3.1200 -36.4200 31 18 -6.2900 -48.8200 32 18 10.4300 -47.2200 33 19 16.9100 -46.7500 34 20 17.3700 -44.6400 35 18 12.0900 -51.4700 37 18 24.6300 -57.1400 36 18 22.9900 -51.9100 38 14 10.9800 -63.1300 39 15 20.2000 -68.2000 40 15 25.3400 -77.7100
-1.9617325973e-02 -1.7195268296e-01 2.2134212579e+00
19 11 2
2 0 46 -150.3000 -38.7300 1 45 -150.1000 -34.3300
-7.6336984762e-01 -4.4437326826e-01 2.8941828766e+00
197 133 91
40 0 48 -9.6700 11.9600 1 48 -8.6000 15.9500 2 42 -15.0500 11.2900 3 34 -20.8800 13.8600 4 28 -21.0500 16.9900 5 32 -22.0100 21.1700 6 27 -15.9400 17.9900 7 19 -18.9600 11.0100 8 21 -21.0600 -1.6400 9 14 -18.3300 11.6300 10 17 -21.4900 10.1100 11 21 -21.7500 11.8400 12 11 -24.0300 12.6000 13 14 -17.8900 12.1700 14 26 -16.6900 17.3900 15 22 -20.8800 16.7600 16 20 -15.9300 17.8900 17 15 -17.6700 18.5500 19 12 -13.6500 17.8100 20 17 -12.7100 19.1000 21 19 -23.1200 18.3900 23 19 -25.0200 21.2400 25 17 -20.1400 12.4300 26 15 -23.0400 11.8300 22 19 -27.2000 18.1900 24 16 -23.4700 18.5000 27 15 -23.6600 15.2000 28 16 -25.2800 17.3000 29 8 -14.1700 19.5500 30 9 -17.6700 13.6200 31 8 -23.4500 9.7600 32 8 -8.0500 12.9500 33 9 -1.9300 15.2500 34 8 -2.1300 18.1000 35 9 -9.3900 10.8900 37 7 3.8300 6.4100 36 10 2.8100 11.2300 38 9 -10.1200 0.6500 39 6 -0.8100 -3.7400 40 7 5.0300 -12.0200
